38.031539	126.480336	870.80067	2547.208998	491.752055	512.277092	1780.536941	4213.194893
151.706256	254.381629	873.721806	1552.903581	177.352815	403.565234	1461.857086	2266.717316
29.086895	87.104592	953.010712	901.070181	280.378041	422.224526	1818.165406	2516.007167
19.295916	35.361148	41.605144	69.491233	42.30663	4.073594	24.903275999999998	47.598052
76.102161	190.689801	351.996476	670.197913	184.16088	458.30255	630.052055	1729.688237
33.437613	30.809982	64.381961	125.280665	91.863452	7.38871	55.647871	5.478906
51.604604	61.156756	46.567254	396.37351	8.706389	63.384832	72.588786	55.711098
180.46843	217.40351	1096.845005	2069.843086	178.193789	1292.122859	1680.57204	2740.43404
126.255032	230.103964	1016.329933	1591.716561	214.498117	471.760524	1451.843952	2692.250858
128.205294	135.48544	319.792222	729.455528	212.686833	221.427341	545.279047	873.835366
97.015891	304.614492	6022.568636	10800.001797	106.300589	239.74504	20000.0	1984.894467
87.956137	432.713092	1263.72922	2916.289427	185.144373	1031.263151	856.082666	2669.454486
63.555329	75.179896	1451.977471	2673.524267	93.625755	123.168855	932.012724	10800.006654
11.587987	1.278866	62.024706	41.100903	48.528021	2.995472	78.510568	35.855932
78.011952	143.272242	861.71859	1760.469861	111.385288	253.679211	843.770301	1722.330678
1.620801	42.553897	60.344533	22.337905	50.626285	51.047383	30.031496	53.52139
54.438108	116.147022	660.628356	1042.763037	338.001207	653.717219	901.766872	4173.961829
77.003999	137.844143	1055.557504	1517.226863	190.307565	414.001015	1139.085851	1746.227275
126.888916	28.484845	326.239244	464.527106	30.733524	65.942385	131.218434	55.365487
67.344961	172.143351	1661.862528	1980.407539	193.553444	106.514641	1553.127914	1931.716206
78.231037	133.378608	2785.534866	6900.355198	204.960731	297.009445	20000.0	3324.929411
33.957987	35.224836	52.508285	1.235733	56.429688	89.695175	2.545856	28.540667
76.869787	223.035787	516.552319	1161.255134	122.18266	396.096369	638.404584	1094.775089
112.407915	335.361432	4942.979818	9212.414277	180.846341	407.673059	20000.0	20000.0
63.775304	45.053914	102.906229	35.400295	34.01254	36.351415	33.304398	51.676356
41.914682	19.105313	290.76801	746.746588	197.646018	150.678377	111.885872	1222.770903
110.912084	135.354504	441.157674	217.677105	46.953016	86.934422	67.720951	78.778967
43.10169	1016.909897	740.278635	20000.0	88.782074	55.193761	8936.973392	1363.123327
39.230224	34.023012	84.398663	133.707468	29.614902999999998	25.509327	55.566576	7.560644
100.625225	309.903756	1259.646862	4689.789078	292.527014	358.201674	20000.0	3240.675804
78.046634	125.136304	922.78011	1926.804399	224.159037	285.611119	785.94105	1363.338247
515.05519	1638.972267	8614.900673	10800.0006	1473.779219	7768.222209	10800.000167	10800.000964
20000.0	46.676383	20000.0	10801.924239	20000.0	20000.0	20000.0	20000.0
96.20737	178.361631	611.129502	903.528495	20000.0	283.66903	663.15994	20000.0
1.704771	62.097712	42.020601	189.119888	46.952733	92.331754	52.437451	221.812856
43.633765	41.913777	264.675183	592.634985	61.989351	113.595154	270.604158	269.495674
20000.0	20000.0	1969.858072	2989.635978	20000.0	20000.0	3137.494798	5830.479454
52.459693	93.063243	557.51152	851.152469	377.554048	960.307844	1858.809188	3409.772335
39.384082	23.164478	40.561355	112.497037	49.045776	64.371216	93.967941	29.193986
45.582473	117.413654	610.057737	1451.399086	168.441218	580.66979	1414.637234	2137.903487
44.84331	77.122303	286.688033	101.526391	135.003751	196.519626	649.594245	1159.270694
226.034475	444.359262	1592.779856	3570.192064	419.508105	1370.937693	3079.295269	6495.071362
223.781656	508.443106	1595.560189	2736.306357	321.462259	785.038309	1618.674217	2602.800079
180.543749	426.080259	1318.100935	1645.373977	265.114043	2006.900618	1116.621933	3666.16229
52.900298	73.682693	431.34186	720.783286	90.220029	148.034263	926.590061	937.528969
62.829832	148.470679	754.957607	1814.127482	465.889979	467.839662	2327.995773	2420.138235
77.860831	181.037527	8815.442513	20000.0	194.726497	948.764416	10800.00234	10800.006831
143.363041	201.956356	731.198738	1924.829566	167.004274	577.731761	690.594664	970.949325
20000.0	20000.0	2137.394656	3857.551716	20000.0	20000.0	1832.581264	20000.0
282.319075	593.113364	1639.470398	3646.643492	932.108848	1691.205027	4359.908824	3396.594681
83.673606	370.880073	1336.069737	3141.14003	174.36729	301.099966	1328.736293	1567.224775
92.258735	31.969661	20000.0	319.556872	20000.0	70.710825	20000.0	150.743644
35.348812	20000.0	470.699335	178.019322	55.75284	66.532832	136.439072	40.447718
59.091782	89.058307	526.129378	1004.608285	69.25248	49.962473	487.929368	161.08337
33.908182	39.285784	63.375713	192.44585	71.244402	82.200548	49.8021	35.0522
137.566674	313.150078	742.940479	2287.619935	170.472981	287.968145	1280.454094	4719.506517
62.85562	37.91563	560.202311	97.966612	32.478667	30.935102	136.658053	35.254135
20000.0	20000.0	10801.111789	20000.0	20000.0	20000.0	10800.108288	20000.0
58.424317	15.015733	31.379755	27.39479	58.693274	34.193712	56.250476	38.931824
122.16995	357.503896	2377.888662	2989.098777	294.480158	916.345398	2013.069752	7682.893854
41.019016	27.418165	92.482672	95.46136	39.898708	61.236707	84.611889	258.20886
112.765149	67.601589	1537.124411	4491.573219	52.982236	394.948989	56.600613	3178.737288
42.666012	2.8777939999999997	201.23163	185.722835	75.51672	74.233596	41.263288	56.2541
32.892902	48.843581	143.130612	445.403021	77.329197	72.46304	166.701364	68.228934
20000.0	84.278919	1319.944435	20000.0	65.456032	20000.0	20000.0	20000.0
218.734951	115.892617	3137.337472	2314.68274	131.210961	208.293141	1495.518607	2562.788504
5.678352	48.358086	18.771093	27.464023	56.830385	28.406607	124.132257	29.789098
20000.0	20000.0	20000.0	20000.0	20000.0	10800.017799	20000.0	20000.0
115.181087	124.132734	854.824417	1240.847419	280.094678	314.102719	1559.012964	2226.814525
15.170889	59.669261	440.18652	814.450095	94.960634	108.617364	272.354841	202.106594
87.793083	155.87108	451.485272	926.907187	221.651141	20000.0	20000.0	2340.977999
